ID,clase,prob,modelo
61571,33.0,0.5678067803382874,BERTciuo2d.csv
48661,14.0,0.6336070724339152,MLP_ciuo2d.csv
60651,23.0,0.9516728192859858,MLP_ciuo2d.csv
42055,96.0,0.9542922986533456,MLP_ciuo2d.csv
24568,93.0,0.9371745519482776,MLP_ciuo2d.csv
28348,24.0,0.9835429953399876,MLP_ciuo2d.csv
19204,23.0,0.9712170168054672,MLP_ciuo2d.csv
63903,52.0,0.9058133363723756,BERTciuo2d.csv
20434,52.0,0.9430018459115624,SVM_ciuo2d.csv
52415,92.0,0.9867598785090106,MLP_ciuo2d.csv
13836,21.0,0.8322879076004028,BERTciuo2d.csv
5068,51.0,0.8258678317070007,BERTciuo2d.csv
36761,52.0,0.9180595874786376,BERTciuo2d.csv
27538,52.0,0.698474471479317,SVM_ciuo2d.csv
31527,95.0,0.9364741176241906,MLP_ciuo2d.csv
40271,34.0,0.9022568854754718,MLP_ciuo2d.csv
60038,13.0,0.4343704760377292,SVM_ciuo2d.csv
35593,25.0,0.8562809509494537,MLP_ciuo2d.csv
44564,41.0,0.6325744925030957,SVM_ciuo2d.csv
17131,24.0,0.983152704851554,MLP_ciuo2d.csv
1681,51.0,0.6985554099082947,BERTciuo2d.csv
26692,62.0,0.9629351545300788,SVM_ciuo2d.csv
5224,42.0,0.822322999134531,SVM_ciuo2d.csv
33075,32.0,0.8280932903289795,BERTciuo2d.csv
47190,52.0,0.5115787386894226,BERTciuo2d.csv
12789,91.0,0.8852974772453308,BERTciuo2d.csv
23097,93.0,0.985152407053968,SVM_ciuo2d.csv
43471,73.0,0.975801350755587,MLP_ciuo2d.csv
53772,91.0,0.8843986392021179,BERTciuo2d.csv
58195,72.0,0.8286205530166626,BERTciuo2d.csv
29029,23.0,0.9896048709430096,MLP_ciuo2d.csv
66676,24.0,0.5847644172820019,MLP_ciuo2d.csv
52370,93.0,0.8041253089904785,BERTciuo2d.csv
36777,41.0,0.5571739351696411,MLP_ciuo2d.csv
44073,52.0,0.9260543584823608,BERTciuo2d.csv
16471,26.0,0.6990261673927307,BERTciuo2d.csv
10134,32.0,0.996934328807317,SVM_ciuo2d.csv
48513,52.0,0.8561551570892334,BERTciuo2d.csv
63695,81.0,0.6313015222549438,BERTciuo2d.csv
6613,72.0,0.9183700564796816,MLP_ciuo2d.csv
5191,52.0,0.989373395198711,MLP_ciuo2d.csv
35589,51.0,0.6893414855003357,BERTciuo2d.csv
21062,75.0,0.8130450775758836,MLP_ciuo2d.csv
63163,93.0,0.9512663015994796,MLP_ciuo2d.csv
33642,94.0,0.726516233332812,MLP_ciuo2d.csv
5669,61.0,0.9999940686583656,MLP_ciuo2d.csv
2338,72.0,0.9969581676478269,SVM_ciuo2d.csv
67169,35.0,0.3825019345912216,SVM_ciuo2d.csv
3108,52.0,0.9891012800457069,MLP_ciuo2d.csv
6376,13.0,0.572602500728587,SVM_ciuo2d.csv
2493,83.0,0.9789163376710478,SVM_ciuo2d.csv
3822,91.0,0.9981499925009336,MLP_ciuo2d.csv
7316,52.0,0.5482306631250662,SVM_ciuo2d.csv
61276,13.0,0.6400301873304513,SVM_ciuo2d.csv
28837,33.0,0.56794273853302,BERTciuo2d.csv
52391,52.0,0.9251089096069336,BERTciuo2d.csv
58286,52.0,0.9125372171401978,BERTciuo2d.csv
39534,23.0,0.8658748865127563,BERTciuo2d.csv
9173,52.0,0.9938876132007688,MLP_ciuo2d.csv
15099,13.0,0.6518324271296726,MLP_ciuo2d.csv
836,26.0,0.972760341047962,MLP_ciuo2d.csv
44483,21.0,0.8461162447929382,BERTciuo2d.csv
63258,53.0,0.8192655444145203,BERTciuo2d.csv
55096,22.0,0.8728334955719306,SVM_ciuo2d.csv
51747,54.0,0.9970913190694882,MLP_ciuo2d.csv
59929,12.0,0.5932605806545226,SVM_ciuo2d.csv
