ID,clase,prob,modelo
61571,3,0.6436347067785764,MLP_ciuo1d.csv
48661,5,0.8519011735916138,BERTciuo1d.csv
60651,2,0.9673743844032288,BERT_ciuo1d.csv
42055,9,0.990238697173382,MLP_ciuo1d.csv
24568,9,0.9847738407991016,MLP_ciuo1d.csv
28348,2,0.9503554701805116,BERT_ciuo1d.csv
19204,2,0.9764783790819443,MLP_ciuo1d.csv
63903,5,0.9268076419830322,BERT_ciuo1d.csv
20434,5,0.9930015100485194,SVM_ciuo1d.csv
52415,9,0.9990092483355962,MLP_ciuo1d.csv
13836,2,0.9047473073005676,BERTciuo1d.csv
5068,5,0.6860617118170175,MLP_ciuo1d.csv
36761,5,0.9599307179450988,BERTciuo1d.csv
27538,1,0.7505010633600422,MLP_ciuo1d.csv
31527,9,0.9598111936958864,SVM_ciuo1d.csv
40271,3,0.919279970137415,MLP_ciuo1d.csv
60038,1,0.9978638662688184,MLP_ciuo1d.csv
35593,2,0.9193394780158995,BERTciuo1d.csv
44564,4,0.8052912185285839,MLP_ciuo1d.csv
17131,2,0.9832497831897432,SVM_ciuo1d.csv
1681,5,0.9424452185630798,BERTciuo1d.csv
26692,6,0.9854444575117228,MLP_ciuo1d.csv
5224,4,0.8690674777768993,MLP_ciuo1d.csv
33075,3,0.9869021808604306,MLP_ciuo1d.csv
47190,7,0.7208430186655129,MLP_ciuo1d.csv
12789,9,0.967937171459198,BERTciuo1d.csv
23097,9,0.957750017256941,MLP_ciuo1d.csv
43471,7,0.9443638920783995,BERTciuo1d.csv
53772,9,0.9617920517921448,BERTciuo1d.csv
58195,7,0.9984264462009834,MLP_ciuo1d.csv
29029,2,0.9359867572784424,BERTciuo1d.csv
66676,2,0.851814329624176,BERTciuo1d.csv
52370,9,0.9425610899925232,BERTciuo1d.csv
36777,4,0.729181125665414,MLP_ciuo1d.csv
44073,5,0.959832727909088,BERTciuo1d.csv
16471,2,0.7938991189002991,BERTciuo1d.csv
10134,3,0.987866774076357,MLP_ciuo1d.csv
48513,5,0.8977419137954712,BERTciuo1d.csv
63695,8,0.9349838495254515,BERTciuo1d.csv
6613,7,0.9925070227221008,MLP_ciuo1d.csv
5191,5,0.9954246743312528,MLP_ciuo1d.csv
35589,4,0.6276476924116601,MLP_ciuo1d.csv
21062,7,0.9419561173752746,SVM_ciuo1d.csv
63163,9,0.9867319563199028,MLP_ciuo1d.csv
33642,5,0.9549630284309388,BERTciuo1d.csv
5669,6,0.9999998570973154,MLP_ciuo1d.csv
2338,7,0.9936941144113643,SVM_ciuo1d.csv
67169,2,0.8348173499107361,BERTciuo1d.csv
3108,5,0.9608074426651,BERTciuo1d.csv
6376,1,0.988817096818755,MLP_ciuo1d.csv
2493,8,0.97944367070482,MLP_ciuo1d.csv
3822,9,0.9994590198862758,MLP_ciuo1d.csv
7316,5,0.9599913415098676,SVM_ciuo1d.csv
61276,1,0.7410024437560777,MLP_ciuo1d.csv
28837,9,0.6939596605362427,SVM_ciuo1d.csv
52391,5,0.9606207013130188,BERTciuo1d.csv
58286,5,0.9512527585029602,BERTciuo1d.csv
39534,2,0.9652040600776672,BERTciuo1d.csv
9173,5,0.8860868215560913,BERTciuo1d.csv
15099,1,0.8787248730659485,BERTciuo1d.csv
836,2,0.9998034350505806,MLP_ciuo1d.csv
44483,2,0.963509440422058,BERTciuo1d.csv
63258,5,0.9642754197120668,BERTciuo1d.csv
55096,2,0.9763629596326526,MLP_ciuo1d.csv
51747,5,0.999147746178279,MLP_ciuo1d.csv
59929,3,0.545150101184845,BERTciuo1d.csv
53141,3,0.7947760820388794,BERTciuo1d.csv
61498,3,0.972611587269788,MLP_ciuo1d.csv
26567,9,0.6564069348679983,SVM_ciuo1d.csv
60463,7,0.9449597597122192,BERTciuo1d.csv
37364,7,0.9988291037158936,MLP_ciuo1d.csv
42914,5,0.9648351669311525,BERTciuo1d.csv
7097,2,0.9648167490959167,BERTciuo1d.csv
35243,3,0.987966682841713,MLP_ciuo1d.csv
12949,1,0.9111907482147216,BERTciuo1d.csv
29012,6,0.9984306399857072,MLP_ciuo1d.csv
68825,7,0.9476208369092062,MLP_ciuo1d.csv
35082,7,0.9934267521029856,MLP_ciuo1d.csv
27242,3,0.9375829387980804,SVM_ciuo1d.csv
35420,2,0.9246273040771484,BERTciuo1d.csv
63856,7,0.9687773200047338,MLP_ciuo1d.csv
35544,3,0.7251673127715778,MLP_ciuo1d.csv
34079,5,0.8103020188749946,MLP_ciuo1d.csv
52844,5,0.9174608588218688,BERTciuo1d.csv
61773,9,0.9993485049796036,MLP_ciuo1d.csv
68001,3,0.7744469927328016,MLP_ciuo1d.csv
18444,2,0.9604644179344176,BERTciuo1d.csv
1707,7,0.9993540871451576,MLP_ciuo1d.csv
17802,3,0.990650623076089,MLP_ciuo1d.csv
6251,7,0.9918881766192934,MLP_ciuo1d.csv
38828,3,0.972611587269788,MLP_ciuo1d.csv
62031,5,0.8129538297653198,BERTciuo1d.csv
25269,5,0.9467781782150269,BERTciuo1d.csv
18790,9,0.891072643574716,SVM_ciuo1d.csv
45974,9,0.986317232821272,MLP_ciuo1d.csv
58049,3,0.8517423798259002,MLP_ciuo1d.csv
7478,2,0.9686608910560608,BERTciuo1d.csv
65932,9,0.9999709696041014,MLP_ciuo1d.csv
55482,3,0.8495557219175065,SVM_ciuo1d.csv
61056,5,0.9465764760971068,BERTciuo1d.csv
